강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구 
381,432,140,257,340,71,278,294,169,154,87,324,221,206,362,53,119,404,238,305,36,189,2,20,102
